"N0" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "N13"
"82" 0.00375598321743832 0.00283836282112806 0.000978867919018151 0.00101124478375358 0.0022769573936136 0.00706956448055051 0.00117880928377818 0.000613639618064527 0.00195285650101944 0.0015718137096718 0.00046761468267019 0.000750893804478243 0.00361132315309703 0.000131587060660205
"83" 0.00340998582425711 0.000850696828225754 0.00103876762418443 0.00237971799085597 0.00101686125386211 0.00285960624223634 0.00292309271699281 0.000939706937043501 0.00219447824374703 0.00198300112121865 0.00537076685841858 0.00494414386128756 0.000841338371556825 0.00122049851083922
"84" 0.00944531218050179 0.0144061750512211 0.0130558582565527 0.00304096741586576 0.0173171690702903 0.0351242467208085 0.0157506562504794 0.00485570574068897 0.00344474878191893 0.0137876075532576 0.00508985959620881 0.00409136724715497 0.00748655538412053 0.000213945233538338
"85" 0.00822223295465527 0.00144923796648121 0.0108141450892023 0.00118043576989198 0.00180192709014587 0.00755426559871407 0.00112565765890724 0.00634234576750458 0.00156250997375608 0.000932945108955843 0.00206427776019748 0.0115361675218775 0.00441233053203422 0.000758216701397419
"86" 0.00434508057751552 0.00113074440691622 0.00229699542020507 0.0021275283574207 0.00105430337019648 0.00295734369194596 0.000988395685666412 0.000494857505780763 0.00150050253794289 0.000651144202848545 0.000568514060924423 0.00580893369999195 0.0611226574824458 5.88139112417706e-05
"87" 0.00841640445471387 0.000815872599166901 0.00686482897267188 0.00239449348205817 0.00104389839840166 0.00593204010447967 0.00370627866071605 0.0030767934346793 0.00214239159268213 0.00175112579425785 0.0050157004379928 0.007882071358559 0.0161329774024861 0.000428859838118185
"88" 0.0160628016222819 0.00894825492767719 0.0300124607933175 0.0040572382259006 0.0123711671744879 0.0269072825327646 0.0090562881149601 0.00592491785696071 0.00389277295096207 0.00369551631855768 0.00512658777654701 0.032863804546524 0.288757754207233 0.000122273228951029
"89" 0.00294770905968389 0.000350448274732271 0.000355060718443313 0.000983016287971707 0.000503748230999247 0.00110917538202705 0.000778406342703585 0.000393074534536407 0.00304222422967069 0.00017774006147014 0.000416502315879656 0.00501776412725731 0.00123471484708062 0.000100750411769035
"90" 0.00327265687373794 0.00132919775490186 0.000620308334384202 0.00100313188540125 0.00124183499567465 0.00374313458698228 0.00137603044808626 0.00157296029073594 0.00160705943519191 0.000165131353981699 0.00151539341198124 0.00118903812731395 0.00430553303953242 0.00139143019984904
"91" 0.00174447108174184 0.000309894633254785 0.00061424515440568 0.0010287923364128 0.000245838784361319 0.0012208906615711 0.00164327023245263 0.000200060798324658 0.00116515213723502 0.00124233307649744 0.00270864232373069 0.0399161764853385 0.00645723616913532 7.33346651268891e-05
"92" 0.00671558812637034 0.00220683787298696 0.00747367436050711 0.0029379548290646 0.00252376615702191 0.0066968401472154 0.0011139237819804 0.000947835089363537 0.00899344912153173 0.00237909762071405 0.0022872668063675 0.00620294644927495 0.0785300715032374 5.39387770965705e-05
"93" 0.0173963215743819 0.00525060111932669 0.00873076870500674 0.00213152078146098 0.00223791989109626 0.0147021462885226 0.00183099829822782 0.0198976389143985 0.0180658828354371 0.00776748626406764 0.00203450508806134 0.0114437379234967 0.00323376778974753 0.0059546843707242
"94" 0.00575614957918041 0.00472858338007075 0.000952155169903758 0.00108316125151836 0.00283854614812556 0.00987745773176512 0.00303201621573117 0.000738317706180713 0.0117719483433609 0.00363588424900892 0.0055669768860957 0.00421250424532587 0.00256001963739742 0.000143443225519016
"95" 0.00733563505330982 0.000885501705579774 0.0011083602339478 0.00290997892910493 0.000784636331911818 0.00281502133200145 0.00242164879995853 0.00314796334803787 0.000966679955746396 0.0029559824520373 0.00470881080939922 0.00462161680165681 0.00199004254545441 0.000628245461919583
"96" 0.0352038372906977 0.0569414918283495 0.025114705806213 0.0060414516193407 0.0404298008465131 0.134738770429351 0.014216724142686 0.0145282083597554 0.0889586918443178 0.0370864253617072 0.00544488229470537 0.0256521658769649 0.0106293447869346 0.00100868176471552
