"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13"
"PD44580_22" 0.00333666666666667 0.470042105263158 0.00039859649122807 0.024679649122807 0.289728421052632 0.190841929824561 0.00806578947368421 0.0114861403508772 0.000869824561403509 0.000505263157894737 2.28070175438596e-06 7.19298245614035e-06 1.40350877192982e-06 3.47368421052632e-05
"PD44580_23" 0.00678070175438597 0.431761578947368 0.000286842105263158 0.00914543859649123 0.269694035087719 0.263147719298246 0.0071740350877193 0.010749298245614 0.000580175438596491 0.000344912280701754 1.05263157894737e-06 0.000124385964912281 3.33333333333333e-05 0.000176491228070175
"PD44580_24" 0.00576647930505876 0.485160449667859 0.00240929994890138 0.00341798671435871 0.244382217680123 0.238081246806336 0.00801226366888094 0.0106852324987225 0.00156259580991313 0.000391415431783342 5.10986203372509e-06 6.13183444047011e-06 7.00051098620337e-05 4.95656617271334e-05
"PD44580_25" 0.0039119298245614 0.550174210526316 0.000715614035087719 0.00453578947368421 0.227359649122807 0.188668245614035 0.0142454385964912 0.00762175438596491 0.00170157894736842 0.00103789473684211 3.50877192982456e-07 1.14035087719298e-05 4.73684210526316e-06 1.14035087719298e-05
"PD44580_26" 0.00256824561403509 0.504011929824561 0.000388070175438597 0.0110414035087719 0.285142280701754 0.180279298245614 0.00400087719298246 0.0118866666666667 0.000406315789473684 8.70175438596491e-05 7.01754385964912e-07 9.70175438596491e-05 7.40350877192982e-05 1.6140350877193e-05
"PD44580_27" 0.00265578947368421 0.474014385964912 0.000385438596491228 0.010820701754386 0.301874736842105 0.192869298245614 0.00450438596491228 0.0122517543859649 0.000470877192982456 0.000116491228070175 1.92982456140351e-06 7.36842105263158e-06 1.68421052631579e-05 1e-05
"PD44580_28" 0.00409 0.619988947368421 0.000758421052631579 0.0241594736842105 0.214254035087719 0.09645 0.0113873684210526 0.0101880701754386 0.0182170175438597 0.000455087719298246 1.80701754385965e-05 1.24561403508772e-05 1.75438596491228e-07 2.08771929824561e-05
"PD44580_29" 0.00299543859649123 0.587098596491228 0.000663508771929825 0.00535035087719298 0.216972807017544 0.165756842105263 0.012109649122807 0.00754701754385965 0.000634912280701754 0.000846315789473684 0 8.59649122807018e-06 1.14035087719298e-05 4.56140350877193e-06
"PD44580_3" 0.0022795332765787 0.540690069607892 0.000535830537332866 0.00510491261455256 0.240937453052231 0.194148430066603 0.00447243227001853 0.0107126045370324 0.000885873103310131 0.000196304271621013 5.00776203114828e-07 1.25194050778707e-05 2.00310481245931e-05 3.5054334218038e-06
"PD44580_30" 0.0144760874789714 0.55700833133061 0.000361291356244492 0.0150268364976368 0.21872887126492 0.141717535848754 0.0411938236000961 0.00851237683249219 0.00204478090202676 0.000656492830249139 6.8092605944084e-06 0.000237322758952175 8.01089481695105e-06 2.14291436353441e-05
"PD44580_31" 0.0047740350877193 0.525080350877193 0.00298438596491228 0.0100935087719298 0.28782701754386 0.150764561403509 0.0044719298245614 0.0131389473684211 0.000544561403508772 0.000254385964912281 1.75438596491228e-07 5.6140350877193e-06 3.52631578947368e-05 2.52631578947368e-05
"PD44580_32" 0.00691678520625889 0.50149359886202 0.00101706970128023 0.0496088193456615 0.333577524893314 0.0746870554765292 0.0114900426742532 0.0192140825035562 0.00106330014224751 0.000718349928876245 7.11237553342817e-06 0.000117354196301565 1.77809388335704e-05 7.11237553342817e-05
"PD44580_33" 0.0074940350877193 0.689770175438597 0.000163684210526316 0.0815510526315789 0.054119298245614 0.0795814035087719 0.0212019298245614 0.00188543859649123 0.0635475438596491 0.000515438596491228 1.12280701754386e-05 0.000132105263157895 4.73684210526316e-06 2.19298245614035e-05
"PD44580_34" 0.0155008326184589 0.451736892566988 0.000387546046323863 0.0132805167280618 0.0892471110662562 0.132753191704092 0.0121809557450674 0.00352878841398799 0.280644900842711 0.000572740576272897 5.0461724781753e-07 0.000106978856537316 9.58772770853308e-06 4.9452490286118e-05
"PD44580_35" 0.0147846889952153 0.6661302015369 0.000487168334058286 0.0392750471219371 0.0876598521096129 0.131568798028128 0.0522154559953603 0.00330143540669856 0.00272437291576048 0.000849644773089749 0.000110192837465565 0.000759750616209946 2.8998115122517e-06 0.000130491518051327
"PD44580_4" 0.00691096901131333 0.442208886702738 0.000691260862436465 0.0112864404000656 0.273361534677816 0.240735858337432 0.0120764059681915 0.0111044433513691 0.00118183308739138 0.00029021151008362 1.5084440072143e-05 3.96786358419413e-05 1.31169044105591e-05 8.42761108378423e-05
"PD44580_5" 0.00341527687531586 0.472034871128438 0.000376146126633456 0.00555411161648978 0.274824561403509 0.217648184246625 0.00559598584939716 0.0107017543859649 0.00957656486896253 0.000233918128654971 3.60984766442856e-07 1.91321926214714e-05 5.41477149664284e-06 1.37174211248285e-05
"PD44580_6" 0.00435931013345964 0.485382686467359 0.000235992310049873 0.0153289125407484 0.228054108272269 0.248358362820763 0.00789167200690981 0.00966509709955142 0.000303418684349837 0.000339918085313867 2.50759243264328e-06 1.14234766375972e-05 1.86676325541222e-05 4.79228776016272e-05
"PD44580_7" 0.00284508771929825 0.492955964912281 0.000610526315789474 0.00613947368421053 0.253732105263158 0.222912280701754 0.00628491228070175 0.00968771929824561 0.00460649122807018 0.000185964912280702 5.26315789473684e-07 7.54385964912281e-06 2.29824561403509e-05 8.42105263157895e-06
"PD44580_8" 0.0058140350877193 0.484626666666667 0.000344210526315789 0.0119331578947368 0.26601350877193 0.207453333333333 0.00919 0.0103984210526316 0.00385982456140351 0.000291052631578947 1.75438596491228e-07 3.47368421052632e-05 4.91228070175439e-06 3.59649122807018e-05
"PD44580_9" 0.00841228070175439 0.490954385964912 0.00151017543859649 0.0521447368421053 0.23150649122807 0.196718596491228 0.00767280701754386 0.00870263157894737 0.00192912280701754 0.000344736842105263 2.73684210526316e-05 1.6140350877193e-05 2.15789473684211e-05 3.89473684210526e-05
"PD44581_1" 0.0348580701754386 0.0572177192982456 0.586351578947368 0.226093859649123 0.0206761403508772 0.000865964912280702 0.000858245614035088 0.0659240350877193 0.000149122807017544 0.00471543859649123 5.78947368421053e-06 1.66666666666667e-05 0.00058280701754386 0.00168456140350877
"PD44581_11" 0.00660736842105263 0.0298689473684211 0.636158245614035 0.272322280701754 0.00892894736842105 0.00151456140350877 0.000845789473684211 0.0419968421052632 0.000741929824561404 0.000334736842105263 7.54385964912281e-06 2.07017543859649e-05 1.24561403508772e-05 0.000639649122807018
"PD44581_2" 0.013480701754386 0.0412156140350877 0.650474912280702 0.224474035087719 0.0185828070175439 0.0014840350877193 0.000761052631578947 0.0487017543859649 0.000143508771929825 0.000169473684210526 1.24561403508772e-05 1.24561403508772e-05 1.10526315789474e-05 0.000476140350877193
"PD44581_3" 0.0216459649122807 0.0605626315789474 0.624877192982456 0.241864736842105 0.00656175438596491 0.00117614035087719 0.00166105263157895 0.0397608771929825 0.000624385964912281 0.000236140350877193 1.03508771929825e-05 1.98245614035088e-05 1.73684210526316e-05 0.000981578947368421
"PD44581_4" 0.0720433333333333 0.0152684210526316 0.60074350877193 0.248594736842105 0.00623754385964912 0.00180578947368421 0.000375263157894737 0.0539091228070175 0.000161578947368421 5.21052631578947e-05 1.2280701754386e-05 9.29824561403509e-06 2.35087719298246e-05 0.000763508771929825
"PD44581_5" 0.00804245614035088 0.0507945614035088 0.628030350877193 0.249411754385965 0.0143710526315789 0.00189754385964912 0.000711578947368421 0.0457005263157895 0.00019719298245614 0.000301929824561404 1.47368421052632e-05 1.05263157894737e-05 5.45614035087719e-05 0.000461228070175439
"PD44581_6" 0.0367140350877193 0.0553275438596491 0.667343684210526 0.187844385964912 0.0146510526315789 0.000805789473684211 0.00110789473684211 0.0355917543859649 7.31578947368421e-05 0.00015859649122807 6.49122807017544e-06 1.66666666666667e-05 4.54385964912281e-05 0.000313508771929825
"PD44581_8" 0.00828843762950684 0.0236738499792789 0.623653128885205 0.188313302942395 0.014983423124741 0.00142146705346042 0.000518027351844177 0.135060091172814 0.000876502279320348 0.000323249067550767 3.10816411106506e-05 2.90095317032739e-05 3.31537505180274e-05 0.00279527559055118
"PD44582_1" 0.130171612541993 0.00405879059350504 0.554159014557671 0.278216125419933 0.00117441209406495 0.0205758678611422 0.000662653975363942 0.00882334826427772 0.000103583426651736 0.00174440089585666 6.27099664053751e-05 4.81522956326988e-05 0.000114221724524076 8.51063829787234e-05
"PD44582_10" 0.0873717543859649 0.0128759649122807 0.473710526315789 0.348324912280702 0.00240333333333333 0.0163833333333333 0.000848245614035088 0.0500628070175439 5.15789473684211e-05 0.00656035087719298 3.14035087719298e-05 1.33333333333333e-05 2.98245614035088e-05 0.00133263157894737
"PD44582_11" 0.0806083554209264 0.010728259497665 0.510679035718793 0.333388867853086 0.00449072321090496 0.0363019058437461 0.00111321469140477 0.021469140477092 0.000287769784172662 0.000647482014388489 3.53401489334848e-05 5.04859270478354e-05 7.19424460431655e-05 0.000127476965795784
"PD44582_2" 0.0841933287950987 0.00563863709648526 0.586531116764 0.250141162982337 0.00185016660098169 0.0283062233528 0.000278205725341263 0.0419741320626276 5.48170972018201e-05 0.000282863387195013 7.43434488194619e-05 1.54061122854788e-05 0.00011267958869263 0.000546916986134499
"PD44582_3" 0.182783436715557 0.00759351077733751 0.496224093936062 0.247087940584611 0.00253552683442939 0.0461469203161629 0.000919444847831048 0.0131008443457876 9.85415845486795e-05 0.00308632242806464 7.05350289401075e-06 0.000162645478497189 7.88332676389436e-05 0.000174885380577972
"PD44582_4" 0.150784736842105 0.00687263157894737 0.448116140350877 0.347407543859649 0.00172526315789474 0.015139298245614 0.000588771929824561 0.028509298245614 7.08771929824561e-05 0.000401228070175439 7.54385964912281e-06 1.80701754385965e-05 7.10526315789474e-05 0.000287543859649123
"PD44582_5" 0.0764080701754386 0.00917982456140351 0.48490649122807 0.361838596491228 0.0031119298245614 0.0401798245614035 0.000776491228070175 0.0216759649122807 0.000159473684210526 0.00153421052631579 5.26315789473684e-06 2.91228070175439e-05 5.14035087719298e-05 0.000143333333333333
"PD44582_6" 0.0925001754385965 0.00904561403508772 0.550451578947368 0.314662631578947 0.00174298245614035 0.0207636842105263 0.000456140350877193 0.00683789473684211 0.000121578947368421 0.00304877192982456 2.91228070175439e-05 1.2280701754386e-05 0.000261754385964912 6.57894736842105e-05
"PD44582_8" 0.0262237432145386 0.00413736134057116 0.762539532688223 0.141505782393203 0.00199197545433089 0.00616945952324758 0.000363464715600661 0.0553622846353552 0.000217134765164031 0.000453150814255369 1.41609629454803e-05 7.31649752183148e-05 4.48430493273543e-05 0.000903941468019825
"PD44582_9" 0.0388313302942395 0.00476792374637381 0.677942395358475 0.243893493576461 0.00122047244094488 0.0109283050145048 0.000704517198508081 0.020638209697472 0.000178201409034397 0.000372979693327808 8.28843762950684e-05 2.90095317032739e-05 2.90095317032739e-05 0.000381268130957315
"PD44584_1" 0.001285146382873 0.00210878297237981 0.807637169240962 0.102541099010311 0.0212075034162905 0.000420928402832415 0.000147211064640358 0.0632026170855936 0.0010675390285312 6.41848523748395e-05 4.53434924841608e-05 1.0352395544329e-06 1.65638328709263e-06 0.000269783427885213
"PD44584_10" 0.000502280701754386 0.000555438596491228 0.961941052631579 0.0280666666666667 0.00262 0.000410175438596491 0.000156140350877193 0.00468666666666667 0.00100052631578947 2.24561403508772e-05 1.75438596491228e-06 5.6140350877193e-06 8.94736842105263e-06 2.2280701754386e-05
"PD44584_11" 0.00174529374083029 0.000149815055896514 0.961429132312525 0.0290761060483954 0.000428574380592234 0.00201640733163887 8.32765069328209e-05 0.00151612836567272 0.00345773149009154 1.65313165127188e-05 3.71954621536173e-06 1.65313165127188e-06 4.33947058458868e-05 3.22360671998016e-05
"PD44584_12" 0.00282059015734178 0.000270949580254361 0.955450409691851 0.0304285427034635 0.000909113758608556 0.0013379078067662 0.000156336399738602 0.0060438345146534 0.00248177750967677 1.00537877645403e-05 7.79168551751873e-06 8.29437490574574e-06 9.55109837631328e-06 6.48469310812849e-05
"PD44584_13" 0.0258843859649123 0.000335614035087719 0.56461649122807 0.225306666666667 0.000185087719298246 0.000727894736842105 0.000385438596491228 0.00382912280701754 0.177114210526316 0.00128964912280702 2.35087719298246e-05 5.78947368421053e-06 5.43859649122807e-06 0.000290701754385965
"PD44584_14" 0.00840438596491228 0.00208228070175439 0.615588947368421 0.230292280701754 0.00413754385964912 0.000493157894736842 0.000221929824561404 0.0444038596491228 0.0936328070175439 2.71929824561404e-05 2.35087719298246e-05 3.68421052631579e-06 1.57894736842105e-06 0.000686842105263158
"PD44584_15" 0.000658421052631579 8.78947368421053e-05 0.19962298245614 0.00106 0.015960350877193 7.64912280701754e-05 2.98245614035088e-05 0.744114912280702 0.0016459649122807 2.19298245614035e-05 8.59649122807018e-06 8.7719298245614e-07 3.68421052631579e-06 0.0367080701754386
"PD44584_16" 0.000627017543859649 0.000182982456140351 0.222648421052632 0.00094 0.0121085964912281 0.000111754385964912 4.3859649122807e-05 0.723210877192982 0.00189017543859649 4.05263157894737e-05 3.35087719298246e-05 1.75438596491228e-07 2.63157894736842e-06 0.0381594736842105
"PD44584_17" 0.000676315789473684 0.000121754385964912 0.183065438596491 0.00268157894736842 0.0140647368421053 0.000701754385964912 3.07017543859649e-05 0.755557543859649 0.00352456140350877 5.08771929824561e-06 1.75438596491228e-07 5.6140350877193e-06 2.10526315789474e-06 0.0395626315789474
"PD44584_2" 0.000895775483816266 0.0108900523560209 0.821547152214003 0.0955906479852471 0.00438603556817941 0.00162515632617589 0.000666638404307184 0.0563149416028997 0.00762405409415605 6.1258664179579e-05 2.0984801916188e-05 2.75558004960044e-06 4.23935392246222e-07 0.000374122983657291
"PD44584_21" 0.00404385964912281 0.000614035087719298 0.850662280701754 0.0245964912280702 0.00296052631578947 0.000767543859649123 0.000166666666666667 0.104881578947368 0.0063859649122807 1.31578947368421e-05 2.63157894736842e-05 0 0 0.00488157894736842
"PD44584_23" 0.00528754385964912 0.00042719298245614 0.697337894736842 0.213698947368421 0.00157210526315789 0.000664912280701754 4.56140350877193e-05 0.0165517543859649 0.062730350877193 0.00143456140350877 7.01754385964912e-07 0 3.68421052631579e-06 0.000244736842105263
"PD44584_24" 0.00825725026852846 0.0130665950590763 0.843805048335123 0.102457035445757 0.00162996777658432 0.00151987110633727 0.0143421052631579 0.00453007518796992 0.00730665950590763 9.12996777658432e-05 0.00275241675617615 0.000153061224489796 1.34264232008593e-05 7.5187969924812e-05
"PD44584_25" 0.0305050877192982 0.000527894736842105 0.610103859649123 0.182198421052632 0.000699298245614035 0.00217894736842105 0.00207526315789474 0.00197701754385965 0.169533684210526 0.000114035087719298 1.73684210526316e-05 8.42105263157895e-06 1.19298245614035e-05 4.87719298245614e-05
"PD44584_28" 0.00337359792924935 0.00175150992234685 0.774570031636468 0.185792349726776 0.0025625539257981 0.00161921196433707 0.000572332470520564 0.015565142364107 0.0137446074201898 1.15041702617199e-05 7.76531492666091e-05 5.75208513085994e-06 0 0.000353753235547886
"PD44584_29" 0.00296719298245614 0.00091859649122807 0.758209122807018 0.195752105263158 0.0016 0.00291105263157895 0.000149122807017544 0.00352315789473684 0.0338228070175439 6.87719298245614e-05 2.85964912280702e-05 3.68421052631579e-06 9.82456140350877e-06 3.59649122807018e-05
"PD44584_3" 0.00999771929824561 0.00591263157894737 0.552890701754386 0.253433333333333 0.00255508771929825 0.000559649122807018 0.000383684210526316 0.0115747368421053 0.162458421052632 2.71929824561404e-05 1.10526315789474e-05 3.50877192982456e-07 1.05263157894737e-05 0.000184912280701754
"PD44584_30" 0.00232915208814115 0.00161989131243951 0.938020546415544 0.042532010719869 0.00209632993374525 0.00358668949601727 0.000498399464006551 0.00392931586391722 0.00523077495719497 5.4715997915581e-05 2.45663664110772e-05 2.02858631727834e-05 1.99136454998883e-05 3.74078761259585e-05
"PD44584_31" 0.00495134896063689 0.000528527200353826 0.853162317558602 0.0336643078283945 0.0153427686864219 0.000417956656346749 0.00028969482529854 0.0863555948695268 0.00384343210968598 0.000121627598407784 6.63423264042459e-05 1.99026979212738e-05 2.21141088014153e-06 0.00123396727111897
"PD44584_32" 0.00566982456140351 0.00227842105263158 0.177055263157895 0.00383614035087719 0.011879298245614 0.0197750877192982 0.000102631578947368 0.733089824561403 0.00442385964912281 4.21052631578947e-05 2.45614035087719e-06 1.92982456140351e-06 2.47368421052632e-05 0.0418184210526316
"PD44584_33" 0.000304035087719298 0.000177368421052632 0.205344561403509 0.00135982456140351 0.0138180701754386 0.000116140350877193 2.42105263157895e-05 0.736345789473684 0.00487122807017544 1.28070175438596e-05 1.92982456140351e-06 3.50877192982456e-07 0 0.0376236842105263
"PD44584_4" 0.0297871247155546 0.000590912427512295 0.636447184907876 0.243302503119724 0.000471995889304852 0.00152719665271967 0.00020369962563312 0.00199735741026206 0.0854554797034427 0.000137634882184541 1.61491595096528e-05 6.60647434485796e-06 3.30323717242898e-06 5.28517947588637e-05
"PD44584_5" 0.0877961406638809 0.000253063524109113 0.578576928494296 0.205368327151509 0.000322080848866144 0.000516925677261843 8.49805155171604e-05 0.00467721489271797 0.122221231043711 4.69505610592047e-05 2.34752805296023e-06 2.34752805296023e-06 1.17376402648012e-05 0.000119723930700972
"PD44584_6" 0.0400201754385965 0.00225631578947368 0.496695438596491 0.236957192982456 0.000835789473684211 0.000734736842105263 0.00175245614035088 0.00388701754385965 0.216392280701754 0.000346315789473684 1.73684210526316e-05 1.10526315789474e-05 1.40350877192982e-06 9.24561403508772e-05
"PD44584_7" 0.0802589473684211 0.00858982456140351 0.496019824561404 0.214061052631579 0.00197438596491228 0.000622631578947368 0.00034140350877193 0.00485157894736842 0.190163157894737 0.00298614035087719 3.89473684210526e-05 5.08771929824561e-06 3.50877192982456e-05 5.19298245614035e-05
"PD44584_8" 0.0391110526315789 0.00066859649122807 0.553187192982456 0.249085789473684 0.000993333333333333 0.00102298245614035 0.000295438596491228 0.00523824561403509 0.149957368421053 0.000275438596491228 3.91228070175439e-05 1.92982456140351e-06 5.08771929824561e-06 0.000118421052631579
"PD44584_9" 0.00521701754385965 0.000357719298245614 0.650795614035088 0.217842631578947 0.000344210526315789 0.000487368421052632 4.21052631578947e-05 0.00176157894736842 0.123082631578947 2.08771929824561e-05 2.28070175438596e-06 4.3859649122807e-06 1.2280701754386e-06 4.03508771929825e-05
"PD44585_1" 0.0433856140350877 0.00030280701754386 0.653726140350877 0.287328421052632 0.000149824561403509 0.000636315789473684 0.0129919298245614 0.000223333333333333 0.000635438596491228 0.000214912280701754 4.03508771929825e-06 0.000189122807017544 0.000185087719298246 2.70175438596491e-05
"PD44585_10" 0.0195027583122111 0.00188981660951245 0.649329804681676 0.313462054569852 0.000878932458625317 0.00155658267481735 0.0119099448337558 0.000494259728641718 0.000692560011927837 6.70940808110929e-05 2.08737140301178e-05 6.78395705978828e-05 0.000120023855673177 7.45489786789921e-06
"PD44585_2" 0.123741754385965 0.000329122807017544 0.572005614035088 0.28204298245614 0.000168245614035088 0.00110578947368421 0.0189335087719298 0.000153859649122807 0.000979824561403509 0.000128070175438596 3e-05 0.000217719298245614 0.000145087719298246 1.84210526315789e-05
"PD44585_3" 0.0886638596491228 0.00072280701754386 0.632306842105263 0.265399298245614 0.00135701754385965 0.0011980701754386 0.00787385964912281 0.00187105263157895 0.000159649122807018 0.000197017543859649 8.7719298245614e-07 0.000148771929824561 3.75438596491228e-05 6.33333333333333e-05
"PD44585_4" 0.103835964912281 0.000315789473684211 0.57938701754386 0.296832105263158 0.000153508771929825 0.00152456140350877 0.0168452631578947 0.000156491228070175 0.000480877192982456 5.94736842105263e-05 2.98245614035088e-06 0.000210526315789474 0.000194035087719298 1.40350877192982e-06
"PD44585_5" 0.0705778947368421 0.000579649122807018 0.651934210526316 0.266028421052632 0.000417368421052632 0.000621754385964912 0.0084280701754386 0.000650175438596491 0.000162631578947368 0.000386842105263158 2.45614035087719e-06 0.000146140350877193 5.05263157894737e-05 1.3859649122807e-05
"PD44585_6" 0.0848921052631579 0.000470350877192982 0.623031228070175 0.279121929824561 0.000264210526315789 0.000849122807017544 0.00518105263157895 0.000572280701754386 0.0015359649122807 0.00027 2.80701754385965e-06 0.000123333333333333 0.00367526315789474 1.03508771929825e-05
"PD44585_9" 0.0210146198830409 0.00180116959064327 0.738324561403509 0.228204678362573 0.00100877192982456 0.00152631578947368 0.00606432748538012 0.000631578947368421 0.000871345029239766 4.67836257309942e-05 7.60233918128655e-05 9.35672514619883e-05 0.000315789473684211 2.04678362573099e-05
"PD44586_1" 0.0117563157894737 0.826442280701754 0.000185964912280702 0.000565964912280702 0.125985789473684 0.0122214035087719 0.0145480701754386 0.00724280701754386 2.05263157894737e-05 0.000785087719298246 4.98245614035088e-05 0.000126491228070175 6.40350877192982e-05 5.43859649122807e-06
"PD44586_2" 0.0431129824561403 0.822089649122807 0.000236315789473684 0.000918070175438596 0.0919273684210526 0.0132275438596491 0.0189414035087719 0.00763719298245614 0.000391929824561403 0.00137947368421053 2e-05 4.47368421052632e-05 3.3859649122807e-05 3.94736842105263e-05
"PD44586_3" 0.027610701754386 0.786915789473684 0.000242631578947368 0.000349298245614035 0.129302280701754 0.0148356140350877 0.0201717543859649 0.0182994736842105 9.01754385964912e-05 0.00181263157894737 2.85964912280702e-05 9.80701754385965e-05 0.000117017543859649 0.000125964912280702
"PD44586_4" 0.022980350877193 0.809197719298246 0.000206491228070175 0.000479824561403509 0.121336315789474 0.0107240350877193 0.0190028070175439 0.0140649122807018 2.63157894736842e-05 0.00185280701754386 7.01754385964912e-07 2.64912280701754e-05 9.47368421052632e-06 9.17543859649123e-05
"PD44586_5" 0.0357368421052632 0.769112807017544 0.000158947368421053 0.000492105263157895 0.139749122807018 0.0231035087719298 0.0212691228070175 0.00848456140350877 3.52631578947368e-05 0.00176631578947368 2.45614035087719e-06 2.2280701754386e-05 4.63157894736842e-05 2.03508771929825e-05
"PD44586_7" 0.0186495507060334 0.632761232349166 0.00195121951219512 0.000566110397946085 0.28397432605905 0.0163722721437741 0.0144480102695764 0.0290205391527599 0.00013992297817715 0.00136585365853659 0.000146341463414634 0.000288831835686778 7.57381258023107e-05 0.0002400513478819
"PD44586_8" 0.0043681917211329 0.775642701525054 0.000178305240224745 0.000675381263616558 0.171430455223025 0.00816076138057562 0.0164310285517716 0.0216523334479991 5.1026258456599e-05 0.0012962962962963 1.71998624011008e-06 1.26132324274739e-05 2.35064786148377e-05 7.56793945648435e-05
"PD44586_9" 0.0258171929824561 0.832787719298246 0.000195964912280702 0.000660877192982456 0.0982035087719298 0.0110415789473684 0.0209070175438596 0.00892947368421053 9.80701754385965e-05 0.00106912280701754 4.91228070175439e-05 3.19298245614035e-05 0.00019140350877193 1.70175438596491e-05
"PD44587_1" 0.00563666666666667 0.769147192982456 0.000126491228070175 0.031480701754386 0.149808771929825 0.00645491228070175 0.0150550877192982 0.0111298245614035 0.00781421052631579 0.00331473684210526 3.85964912280702e-06 1e-05 1.07017543859649e-05 6.84210526315789e-06
"PD44587_10" 0.00368585013936711 0.512561075586162 0.00474340055746844 0.038775209050664 0.368307919331038 0.00777668470241023 0.00972946384653222 0.0479685194294147 0.00513034923757993 0.00114772913592392 1.14772913592392e-05 7.21429742580751e-05 1.63961305131989e-06 8.8539104771274e-05
"PD44587_13" 0.0134184322826982 0.400432731900876 0.000229093359287265 0.0137051733173617 0.152284944224002 0.00680691772104514 0.011970502358314 0.0120565995358239 0.38792243767313 0.00112824736093434 7.48671108781912e-07 2.62034888073669e-05 1.12300666317287e-05 6.73803997903721e-06
"PD44587_14" 0.00924947368421053 0.760480350877193 0.000293157894736842 0.0446929824561404 0.132869298245614 0.00723859649122807 0.0164070175438596 0.0139024561403509 0.0139238596491228 0.000787017543859649 1.05263157894737e-05 8.71929824561404e-05 1.57894736842105e-05 4.2280701754386e-05
"PD44587_15" 0.00321526315789474 0.748870877192983 0.000126491228070175 0.049050350877193 0.131507192982456 0.00556649122807018 0.011460350877193 0.00942157894736842 0.0404501754385965 0.000271929824561403 1.14035087719298e-05 1.15789473684211e-05 1.57894736842105e-05 2.05263157894737e-05
"PD44587_2" 0.00482178067647505 0.75428750189595 0.000273396026088275 0.0119604125587745 0.162032458668285 0.00698847262247839 0.0112293341422721 0.0181749582890945 0.0290364780828151 0.00061542545123616 1.89595025026543e-06 1.59259821022296e-05 3.79190050053087e-06 0.000558167753678143
